additional_id,comments,non_compliance,source,source_type,entry_date,alternative_source,link,log_type,targeted_pop_group
2234,"Bonus for health professionals in hospitals; € 1,500 for every person working at one or with one of the most affected departments in a hospital; other departments € 500 bonus; also overtime is paid at  50% extra",Not applicable,Minister of Solidarity and Health,Government,2020-04-18,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/personnes-vulnerables-et-salaries-en-arret-pour-garde-d-enfant-un-nouveau,Introduction / extension of measures,Yes
2235,"Exceptional payment to the most vulnerable households, with 150EUR + 100EUR for each child",Not applicable,Minister of Solidarity and Health,Government,2020-04-18,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/covid-19-le-gouvernement-annonce-le-versement-d-une-aide-exceptionnelle-de,Introduction / extension of measures,Yes
2236,Extension: partial lock-down until 11th May,fines,Government,Government,2020-04-12,https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Attestation-de-deplacement-et-de-voyage,https://www.gouvernement.fr/info-coronavirus,Introduction / extension of measures,No
2237,Additional facilities for keeping coffins until the cremation or burial established where families are allowed to come,Not applicable,Ministry of the Interior,Government,2020-04-12,,https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Gestion-du-depositoire-de-Rungis,Introduction / extension of measures,No
2238,Government has coordinated with major religions for them to establish a support structure/hotline,Not applicable,Ministry of the Interior,Government,2020-04-12,,https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Dispositif-d-ecoute-et-de-soutien-spirituel,Introduction / extension of measures,Yes
2239,"For parents, including and economic package and information materials for families and children",Not applicable,Ministry for Solidarity and Health,Government,2020-04-12,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/soutien-a-la-parentalite,Introduction / extension of measures,Yes
2240,"All people traveling, both in and into the country need to carry a ""movement certificate"" ",Not applicable,Ministry for Europe and Foreign Affairs,Government,2020-04-12,,https://www.diplomatie.gouv.fr/en/coming-to-france/coronavirus-advice-for-visitors-to-france/coronavirus-statements/article/travel-certificates-for-access-to-french-territory-07-apr-20,Introduction / extension of measures,No
2241,Paris has also limited sports activities to before 10 a.m. and after 7 p.m.,Not available,U.S. Embassy & Consulates in France,Government,2020-04-12,,https://fr.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
2242,Digital version of the movement certificate to ensure compliance with the essential reasons for being outside,Not applicable,Ministry of Interior,Government,2020-04-05,,https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Mise-a-disposition-d-un-dispositif-numerique-d-attestation-de-deplacement,Introduction / extension of measures,No
2243,"Special provisions implemented to support people with disabilities, including special monitoring, continuity of care, hospital planning",Not applicable,Ministry of Solidarity and Health,Government,2020-04-05,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/covid-19-actions-pour-garantir-l-acces-aux-soins-des-personnes-handicapees,Introduction / extension of measures,Yes
2244,Ministry of Health allowed teleconsultations due to circumstances,Not applicable,Ministry of Solidarity and Health,Government,2020-04-05,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/teleconsultation-par-telephone,Introduction / extension of measures,No
2245,Social allowances are going to be paid in advance ,Not applicable,Ministry of Solidarity and Health,Government,2020-04-05,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/covid19-prestations-sociales,Introduction / extension of measures,No
2246,Additional economic support for self-employed health professionals and those with employees,Not applicable,Ministry of Solidarity and Health,Government,2020-04-05,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/dispositifs-d-aides-publiques-ouverts-aux-professionnels-liberaux-de-sante,Introduction / extension of measures,Yes
2247,Food aid delivery is being strengthened across France,Not applicable,Ministry of Solidarity and Health,Government,2020-04-05,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/communique-de-presse-covid-19-maintien-de-l-aide-alimentaire-31-mars-2020,Introduction / extension of measures,No
2248,"Parental support, taking over their salary up to 80% if thye have a child at home to care for",Not applicable,Ministry of Solidarity and Health,Government,2020-03-30,,https://solidarites-sante.gouv.fr/actualites/?max_articles=20,Introduction / extension of measures,Yes
2249,Camps in Calais and Dunkirk to be locked-down and refugees moved to accommodation centres,Not applicable,The Guardian,Media,2020-04-12,,https://www.theguardian.com/world/2020/mar/29/calais-refugees-uk-bid-to-escape-coronavirus-lockdown,Introduction / extension of measures,No
2250,Transport options for healthcare workers to their workplace strengthened ,Not applicable,Ministry of Solidarity and Health,Government,2020-03-30,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/covid-19-le-gouvernement-facilite-les-conditions-de-transport-des,Introduction / extension of measures,Yes
2251,9 million EUR for COVID related research projects,Not applicable,Ministry of Solidarity and Health,Government,2020-03-30,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/ministere-des-solidarites-et-de-la-sante-financement-en-urgence-de-11-projets,Introduction / extension of measures,No
2252,Governments put out call for volunteers to all health professionals ,Not applicable,Ministry of Solidarity and Health,Government,2020-03-30,,https://solidarites-sante.gouv.fr/actualites/actualites-du-ministere/article/covid-19-appel-a-volontariat-aupres-des-professionnels-de-sante,Introduction / extension of measures,No
2253,"Installation of the analysis, research and expertise committee (CARE) with the purpose to inform the public about innovative scientific, technological and therapeutic approaches ",Not applicable,Ministry of Solidarity and Health,Government,2020-03-30,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/cp-olivier-veran-et-gerald-darmanin-annoncent-l-augmentation-du-plafond-d,Introduction / extension of measures,No
2254,Mobilization of social work students ,Not applicable,Ministry of Solidarity and Health,Government,2020-03-30,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/covid-19-mobilisation-des-etudiants-en-travail-social,Introduction / extension of measures,No
2255,"State of emergency as a result of a health catastrophe, installed ",Not applicable,OHCHR,UN,2020-04-07,,Internal document circulated ,Introduction / extension of measures,No
2256,Financial support for sick-leave shifted to now apply from day one of the illness,Not applicable,Ministry of Solidarity and Health,Government,2020-03-30,,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/communique-de-presse-suppression-du-delai-de-carence-25-mars-2020,Introduction / extension of measures,No
2257,The organization of funeral ceremonies remains possible but within the strict limits of the circle of close friends (max. 20 persons),Not applicable,Government,Government,2020-04-12,https://www.thelocal.fr/20200320/french-undertakers-live-streaming-funerals-as-families-told-to-stay-away-during-lockdown,https://www.gouvernement.fr/info-coronavirus,Introduction / extension of measures,No
2258,In connection with the closure of Schengen borders are all French citizens adviced to not travel abroad and if abroad come home urgently,Not applicable,Government,Government,2020-03-23,,https://www.gouvernement.fr/info-coronavirus,Introduction / extension of measures,No
2259,Foreign citizens that are not permanents residents in France are banned from entering the country for 30 days,Not applicable,Ministry for Europe and Foreign Affairs,Government,2020-03-23,,https://www.diplomatie.gouv.fr/en/coming-to-france/coronavirus-advice-for-visitors-to-france/coronavirus-statements/article/statement-by-jean-yves-le-drian-minister-for-europe-and-foreign-affairs,Introduction / extension of measures,No
2260,"further restrictions of movement, all people requested to remain at home unless for essential purposes starting 17 March to last until 15th April",fines,Ministry of Interior,Government,2020-03-17,https://fr.usembassy.gov/covid-19-information/,https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Attestation-de-deplacement-derogatoire-et-justificatif-de-deplacement-professionnel,Introduction / extension of measures,No
2261,"135 EUR fine for not complying with the movement restrictions, additional police force deployed",Fines,Government,Government,2020-03-23,,https://www.gouvernement.fr/info-coronavirus,Introduction / extension of measures,No
2262,Closure of all non-essential establishments ,Not available,U.K. Government Travel Advice,Government,2020-03-16,,https://www.gov.uk/foreign-travel-advice/france/health,Introduction / extension of measures,No
2263,,Not available,U.S. Embassy in France,Government,2020-03-16,,https://fr.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
2264,those returning from evacuation flights.,Not available,U.S. Embassy in France,Government,2020-03-16,,https://fr.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
2265,"Air France supsended flights to and from China until 29 March, and to and from Italy until 3 April.",Not available,U.S. Embassy in France,Government,2020-03-16,,https://fr.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
2266,"Schools, creches, and univerisites to close from 16 March",Not applicable,U.K. Government Travel Advice,Government,2020-03-16,,https://www.gov.uk/foreign-travel-advice/france/health,Introduction / extension of measures,No
2267,No gatherings more than 100 people,Not available,U.K. Government Travel Advice,Government,2020-03-16,,https://www.gov.uk/foreign-travel-advice/france/health,Introduction / extension of measures,No
2268,To support public services,Not applicable,AlJazeera,Media,2020-03-30,https://www.france24.com/en/20200316-live-france-s-macron-addresses-nation-amid-worsening-coronavirus-outbreak,https://www.aljazeera.com/news/2020/03/france-deploy-100000-police-enforce-coronavirus-lockdown-200316220916435.html,Introduction / extension of measures,No
2269,Free parking in Paris established to easy essential travel,Not applicable,Paris city government,Government,2020-04-12,,https://cdn.paris.fr/paris/2020/03/13/bb0b142ee04ef9423bfc88ebfb173dae.pdf,Introduction / extension of measures,No
